time_acc,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity
0.2467392578125,-0.0014035701751708,-0.1292686462402343,-0.3490023612976074,0.07437065243721,-0.2701472043991089,-0.2852656841278076,being_still
0.266504638671875,0.087285041809082,-0.2157363891601562,-0.5383074283599854,0.0499367639422416,-0.3176405727863312,-0.2706053256988525,being_still
0.28627001953125,-0.0489852428436279,-0.2618513107299804,-0.547884464263916,-0.0143549107015132,-0.254265159368515,-0.2515163719654083,being_still
0.306035400390625,-0.2923965454101562,-0.1728172302246093,-0.5866909027099609,-0.0720799788832664,-0.1659977436065673,-0.1931804418563842,being_still
0.325800537109375,0.0101525783538818,0.0612516403198242,-0.5422382354736328,-0.158667579293251,-0.1485885977745056,-0.0978882759809494,being_still
0.34556591796875,0.2595822811126709,-0.0839834213256836,-0.0244922637939453,-0.2156290858983993,-0.1137702986598014,-0.0236703306436538,being_still
0.365234619140625,0.3187448978424072,-0.0769786834716796,-0.0527722835540771,-0.1467560529708862,-0.0849077701568603,-0.0213796533644199,being_still
0.384612548828125,0.1900153160095214,0.2164411544799804,-0.4521715641021728,-0.1091889441013336,-0.0645971000194549,-0.0288625322282314,being_still
0.403990234375,0.3962539434432983,0.2169055938720703,-0.3832392692565918,-0.1534753739833831,-0.0626118406653404,-0.004275931045413,being_still
0.4233681640625,0.5280108451843262,0.0609045028686523,-0.3314616680145263,-0.2127275615930557,-0.0803264155983924,-0.0155766047537326,being_still
0.442745849609375,0.4466898441314697,0.1481590270996093,0.0219357013702392,-0.2481566965579986,-0.0653606578707695,-0.0435228683054447,being_still
0.46212353515625,0.5816026926040649,0.0118131637573242,0.2930889129638672,-0.2012741714715957,-0.0218377895653247,-0.0453554093837738,being_still
0.481501220703125,0.2637109756469726,0.0814485549926757,0.2576394081115722,-0.0836860761046409,0.0650552362203598,-0.0441337153315544,being_still
0.500879150390625,0.1127610206604003,0.1951246261596679,0.0913660526275634,0.0087045738473534,0.1036913245916366,0.0265718549489974,being_still
0.5202568359375,0.2970998287200928,0.0963068008422851,0.1628613471984863,0.0580304898321628,0.0849077701568603,0.1015533581376075,being_still
0.539634765625,0.3754894733428955,0.0928516387939453,-0.0444002151489257,0.1175880953669548,0.0813953951001167,0.1076618283987045,being_still
0.559012451171875,0.3999004364013672,0.2151460647583007,-0.2894680500030517,0.1360662281513214,0.0888782739639282,0.1101052165031433,being_still
0.578390380859375,0.6279633045196533,0.256439208984375,-0.6015415191650391,0.0954448878765106,0.0830752253532409,0.1171299591660499,being_still
0.59776806640625,0.9626383781433104,0.2756805419921875,-0.7206442356109619,0.0123696569353342,0.0713164210319519,0.0827698037028312,being_still
0.61714599609375,0.8198153972625732,0.185211181640625,-0.4839880466461181,-0.0716218426823616,0.0545181185007095,0.0161874517798423,being_still
0.636523681640625,0.4440076351165771,0.0852069854736328,-0.2206175327301025,-0.0849077701568603,0.0316113457083702,-0.0219905003905296,being_still
0.655901611328125,0.3888815641403198,0.1367988586425781,0.0093054771423339,-0.0398577824234962,0.0629172697663307,-0.0105371149256825,being_still
0.675279296875,0.5796722173690796,0.1852293014526367,-0.2293803691864013,0.0027488125488162,0.0807845517992973,0.007330167107284,being_still
0.6946572265625,0.5037620067596436,0.1954431533813476,-0.3817155361175537,-0.027793550863862,0.0598630309104919,-0.0010689827613532,being_still
0.714034912109375,0.3950810432434082,0.1541213989257812,-0.1605470180511474,-0.0806318372488021,0.019088976085186,-0.0009162708884105,being_still
0.733412841796875,0.470379114151001,0.0777339935302734,-0.1133167743682861,-0.0849077701568603,-0.012675080448389,0.0077883023768663,being_still
0.752790283203125,0.4309146404266357,0.1722688674926757,-0.1964237689971923,-0.0781884491443634,-0.0059557608328759,0.0111479628831148,being_still
0.772168212890625,0.2439653873443603,0.1968336105346679,-0.1573991775512695,-0.0771194696426391,0.0435228683054447,0.0354291424155235,being_still
0.7915458984375,0.296527624130249,0.1662025451660156,-0.078787088394165,-0.0674986243247985,0.0471879504621028,0.070858284831047,being_still
0.810923828125,0.329710841178894,0.0996332168579101,-0.0953619480133056,-0.0497840531170368,-0.0044286428019404,0.0696365907788276,being_still
0.830301513671875,0.3221762180328369,0.0613460540771484,-0.2168853282928466,-0.0390942245721817,-0.0746760740876197,0.0664296373724937,being_still
0.849679443359375,0.3790487051010132,0.0502510070800781,-0.2780947685241699,-0.0427593067288398,-0.1230857223272323,0.061695571988821,being_still
0.86905712890625,0.5354349613189697,0.0714626312255859,-0.1602871417999267,-0.0526855774223804,-0.1044548824429512,0.0606265887618064,being_still
0.88843505859375,0.4738683700561523,0.1468963623046875,-0.0310771465301513,-0.0285571087151765,-0.0609320141375064,0.0546708293259143,being_still
0.907812744140625,0.5073695182800293,0.2287139892578125,-0.1040148735046386,0.0102316914126276,-0.0908635333180427,0.0569615066051483,being_still
