version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Pixel 4a,1761395852395,2025-10-25_12-37-32,Africa/Kigali,android,1.47.1,af091dfe-07ee-464b-a08e-97ccd0552feb,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,20|20||20|20|20,false
