time,seconds_elapsed,z,y,x
1761397129539430100,0.13243017578125,0.19974705576896667,0.6807892918586731,-0.19027891755104065
1761397129558807000,0.15180712890625,0.2145601063966751,0.649483323097229,-0.06963659077882767
1761397129578183700,0.17118359375,0.31122666597366333,0.5682406425476074,-0.06169557198882103
1761397129597560600,0.190560546875,0.46164780855178833,0.45828816294670105,-0.1044548824429512
1761397129616937500,0.2099375,0.5674771070480347,0.33627140522003174,-0.11743538826704025
1761397129636314000,0.229314208984375,0.6351284384727478,0.23975755274295807,-0.08857285231351852
1761397129655691000,0.24869091796875,0.6531484127044678,0.12934690713882446,-0.04734066128730774
1761397129675068000,0.26806787109375,0.6174138784408569,-0.01695101149380207,-0.05131116881966591
1761397129694444500,0.287444580078125,0.5428904891014099,-0.12247487902641296,-0.0653606578707695
1761397129713821400,0.306821533203125,0.4468347728252411,-0.10552386194467545,-0.08643488585948944
1761397129733198300,0.3261982421875,0.42133188247680664,-0.046577103435993195,-0.15912571549415588
1761397129752575200,0.3455751953125,0.35856732726097107,0.007024743594229221,-0.2208212912082672
1761397129771951900,0.364951904296875,0.3130592107772827,0.08368607610464096,-0.16630317270755768
1761397129791328800,0.384328857421875,0.37597647309303284,0.12140589207410812,-0.03451287001371384
1761397129810705700,0.40370556640625,0.4340069890022278,0.049173206090927124,0.12766708433628082
1761397129830082300,0.423082275390625,0.40697699785232544,-0.04428642615675926,0.25808295607566833
1761397129849459200,0.442459228515625,0.35536038875579834,-0.022754060104489326,0.35978904366493225
1761397129868836000,0.461836181640625,0.31977853178977966,0.01725643500685692,0.33886751532554626
1761397129888212700,0.481212646484375,0.31504446268081665,-0.03680354729294777,0.2095206081867218
1761397129907589600,0.500589599609375,0.33947837352752686,-0.009620844386518002,0.16019469499588013
1761397129926966500,0.519966552734375,0.3306210935115814,-0.047646086663007736,0.1369825005531311
1761397129946343200,0.53934326171875,0.33886751532554626,-0.3709369897842407,-0.030847785994410515
1761397129965720000,0.558719970703125,0.36192700266838074,-0.742026686668396,-0.30908870697021484
1761397129985097000,0.578096923828125,0.38254308700561523,-0.5111264586448669,-0.44546034932136536
1761397130004473600,0.5974736328125,0.5028799772262573,-0.1695101112127304,-0.4086568057537079
1761397130023850500,0.6168505859375,0.6667397618293762,-0.07437065243721008,-0.2351761907339096
1761397130043227400,0.636227294921875,0.7330167293548584,-0.03833066672086716,0.030847785994410515
1761397130062604300,0.655604248046875,0.6882721781730652,0.019088976085186005,0.34726667404174805
1761397130081967600,0.674967529296875,0.5435013771057129,0.14141114056110382,0.5630484819412231
1761397130101357800,0.69435791015625,0.46760356426239014,0.2796153426170349,0.5051707029342651
1761397130120734700,0.713734619140625,0.4946335554122925,0.18997350335121155,0.29977330565452576
