version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Pixel 4a,1761397157103,2025-10-25_12-59-17,Africa/Kigali,android,1.47.1,af091dfe-07ee-464b-a08e-97ccd0552feb,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,20|20||20|20|20,false
