time,seconds_elapsed,z,y,x
1761299153085476900,0.060476806640625,0.0526413731276989,0.02634904906153679,-0.01188222598284483
1761299153105600000,0.08060009765625,0.040655285120010376,0.10958641767501831,-0.06797798722982407
1761299153125723000,0.100722900390625,-0.001532382913865149,0.1144900918006897,0.001371527905575931
1761299153145846000,0.120845947265625,0.009914149530231953,0.08364029973745346,0.11529037356376648
1761299153165969000,0.140968994140625,-0.0021398498211055994,0.07237699627876282,0.17886295914649963
1761299153186092800,0.1610927734375,-0.0065436530858278275,0.13567526638507843,0.15256397426128387
1761299153206216000,0.1812158203125,-0.0010359697043895721,0.19809338450431824,0.08951017260551453
1761299153226338800,0.2013388671875,0.021615279838442802,0.15422046184539795,0.00785818975418806
1761299153246462000,0.2214619140625,0.04298555105924606,0.05224775895476341,-0.04676590859889984
1761299153266584800,0.241584716796875,0.05094946548342705,-0.032710541039705276,-0.06832552701234818
1761299153286708000,0.2617080078125,0.03075418435037136,-0.14605867862701416,-0.03626799210906029
1761299153306832100,0.28183203125,0.022477079182863235,-0.2705284357070923,0.06584399193525314
1761299153326955000,0.301955078125,0.05837249755859375,-0.2612270712852478,0.09885068237781525
1761299153347078000,0.322077880859375,0.08380355685949326,-0.20463410019874573,-0.0364200584590435
1761299153367200800,0.34220068359375,0.06558194011449814,-0.09699365496635437,-0.1302674561738968
1761299153387324000,0.362323974609375,0.03856070712208748,0.04699547216296196,-0.04374188929796219
1761299153407448000,0.382447998046875,-0.025439579039812088,0.09551027417182922,0.08359529078006744
1761299153427571000,0.402571044921875,-0.05537404119968414,0.091669462621212,0.15986689925193787
1761299153447694000,0.422694091796875,-0.08849524706602097,0.04387664422392845,0.1513381153345108
1761299153467817000,0.44281689453125,-0.10379990190267563,0.006172141991555691,0.07342894375324249
1761299153487940000,0.462940185546875,-0.08749736100435257,0.08044743537902832,0.02677036076784134
1761299153508064000,0.48306396484375,-0.08816634118556976,0.13338309526443481,0.010119212791323662
1761299153528187100,0.503187255859375,-0.09407749772071838,0.10648063570261002,-0.0028698223177343607
1761299153548310000,0.52331005859375,-0.08962389081716537,0.06597954779863358,-0.0008562062866985798
1761299153568433200,0.54343310546875,-0.05985880643129349,-0.0022924491204321384,-0.018933210521936417
1761299153588556000,0.56355615234375,-0.005534581374377012,-0.07667933404445648,-0.08013025671243668
1761299153608679200,0.58367919921875,0.004063184838742018,-0.0765238031744957,-0.1579960286617279
1761299153628803000,0.603802978515625,-0.020256536081433296,-0.03640088438987732,-0.16370929777622223
1761299153648926000,0.623926025390625,-0.027839355170726776,-0.07198470830917358,-0.10627371072769165
1761299153669049000,0.644049072265625,-0.009078449569642544,-0.13888704776763916,-0.04084223881363869
1761299153689172000,0.664171875,-0.009009740315377712,-0.135068878531456,-0.016275109723210335
1761299153709295000,0.684295166015625,-0.059785038232803345,-0.06824696809053421,-0.03098960779607296
1761299153729418000,0.70441796875,-0.09660323709249496,0.015717443078756332,-0.027423635125160217
1761299153749542000,0.7245419921875,-0.11082345247268677,0.07957738637924194,0.02082858234643936
1761299153769665000,0.7446650390625,-0.09939450025558472,0.10992410033941269,0.07412296533584595
