time,seconds_elapsed,z,y,x
1761396936051885800,0.2468857421875,0.016126155853271484,0.0959310531616211,-0.024979501962661743
1761396936071262700,0.2662626953125,0.36948347091674805,0.010046005249023438,-0.1537567675113678
1761396936090639600,0.2856396484375,0.04882192611694336,0.12155914306640625,0.10455745458602905
1761396936110016500,0.3050166015625,-0.2672896385192871,0.16074228286743164,0.23163557052612305
1761396936129393400,0.324393310546875,-0.2992262840270996,0.01116180419921875,0.014909297227859497
1761396936148770300,0.343770263671875,-0.3605060577392578,-0.019760608673095703,-0.07306697964668274
1761396936168147500,0.3631474609375,-0.35080766677856445,0.006876945495605469,-0.08648458123207092
1761396936187524400,0.3825244140625,-0.045893192291259766,-0.04875516891479492,-0.17862588167190552
1761396936206901200,0.4019013671875,-0.2973976135253906,0.09355735778808594,-0.2154446691274643
1761396936226278100,0.421278076171875,-0.2898092269897461,0.2593417167663574,-0.22413840889930725
1761396936245655000,0.440655029296875,0.4855771064758301,0.12778186798095703,-0.12165871262550354
1761396936265032000,0.460031982421875,0.26537466049194336,0.09922456741333008,0.26302534341812134
1761396936284409000,0.4794091796875,-0.033297061920166016,0.16718244552612305,0.21771332621574402
1761396936303786000,0.498785888671875,-0.3535594940185547,0.10576295852661133,-0.14300031960010529
1761396936323163000,0.518162841796875,-0.5291194915771484,0.08318805694580078,-0.2570744752883911
1761396936342539800,0.537539794921875,0.11513614654541016,-0.007143974304199219,-0.18525554239749908
1761396936361916700,0.556916748046875,0.6041393280029297,-0.032413482666015625,-0.32954153418540955
1761396936381293600,0.57629345703125,0.43459606170654297,-0.020447254180908203,-0.15262678265571594
1761396936400670700,0.595670654296875,0.27829885482788086,0.0021772384643554688,-0.13596734404563904
1761396936420047600,0.615047607421875,0.1946277618408203,-0.04150724411010742,-0.2893940210342407
1761396936439424500,0.634424560546875,-0.10884952545166016,0.011428356170654297,-0.2967871129512787
1761396936458801400,0.653801513671875,-0.4361248016357422,0.06562423706054688,-0.1033642590045929
1761396936478178300,0.67317822265625,-0.28261756896972656,0.11641645431518555,-0.06643185019493103
1761396936497555200,0.69255517578125,0.1168212890625,0.04738187789916992,-0.013855308294296265
1761396936516932000,0.71193212890625,0.17901182174682617,0.10942745208740234,-0.2136957347393036
1761396936536309200,0.731309326171875,0.03820037841796875,0.09449434280395508,-0.3155941963195801
1761396936555686100,0.75068603515625,0.12796735763549805,0.005976676940917969,-0.2285386025905609
1761396936575063000,0.77006298828125,-0.1895456314086914,0.06073331832885742,-0.16085362434387207
