time,seconds_elapsed,z,y,x
1761396578622320000,0.134320068359375,-0.08322793990373611,-0.020463382825255394,0.020005248486995697
1761396578641697500,0.153697509765625,-0.07773031294345856,-0.054365407675504684,0.014202198944985867
1761396578661074700,0.17307470703125,-0.07055285573005676,-0.0784938707947731,0.004581354558467865
1761396578680452000,0.1924521484375,-0.042606595903635025,-0.0331384651362896,-0.03420744836330414
1761396578699829500,0.21182958984375,-0.019088976085186005,-0.03405473381280899,-0.047951508313417435
1761396578719206700,0.23120654296875,-0.021532366052269936,-0.05894676223397255,-0.06719319522380829
1761396578738584000,0.250583984375,-0.03558185324072838,-0.017561858519911766,-0.1053711548447609
1761396578757961200,0.269961181640625,-0.019241688773036003,0.012064233422279358,-0.10781454294919968
1761396578777338600,0.289338623046875,0.0456608310341835,0.016340164467692375,-0.07666133344173431
1761396578796715800,0.3087158203125,0.07513421028852463,-0.04886778071522713,0.042453885078430176
1761396578816093200,0.32809326171875,0.02626643143594265,0.06704048812389374,0.1954711228609085
1761396578835470300,0.34747021484375,-0.009468132629990578,0.197609081864357,0.31000497937202454
1761396578854847700,0.36684765625,0.09941539168357849,0.3436015844345093,0.37536564469337463
1761396578874225000,0.386224853515625,0.3173351585865021,0.23945212364196777,0.3662029206752777
1761396578893602300,0.405602294921875,0.4324798583984375,0.28816720843315125,0.22005772590637207
1761396578912979500,0.4249794921875,0.24662958085536957,0.5967977643013,0.30282753705978394
1761396578932356900,0.44435693359375,-0.23746687173843384,0.9765920639038086,0.4133908748626709
1761396578951734000,0.463734130859375,-0.45920443534851074,0.6946860551834106,0.4793623983860016
1761396578971111400,0.483111328125,-0.5632011890411377,0.362995982170105,0.4202629029750824
1761396578990488600,0.502488525390625,-0.5984776020050049,-0.10995250940322876,0.3552076816558838
1761396579009866000,0.521865966796875,-0.8203678727149963,-0.7566870450973511,0.04871506989002228
1761396579029229800,0.541229736328125,-0.9069554805755615,-0.8214368224143982,-0.4512633979320526
1761396579048620500,0.56062060546875,-0.7052231431007385,-0.8076927661895752,-0.8333483934402466
1761396579067998000,0.579998046875,-0.17225892841815948,-1.5590349435806274,-1.2435322999954224
1761396579087375000,0.599375,0.46164780855178833,-2.111240863800049,-1.2998830080032349
